sentence,intensity,gpt_intensity,Predicted_Intensity,Original_Predicted_Intensity
first goes to bitch ass janelle . FUCK YOU MESSY MF ASS BITCH i literally was on a call with her and her dumb ass twisted my words and ran to tattle on me to ari . like it legit made her pussy wet to go and talk shit abt me so fuck u ill come beat ur ass thats why u stole a listers,8.0,8.0,8,7.8519607
"Perhaps I should walk back into my H.S . when it starts Monday and get on the P . A . system and say I want to tie all * * * * * * s to the back of my car and drag them across the ground till they die , and then say I ' m joking . ",7.0,8.0,7,6.703246
"Also some of us on here , like myself , do not believe in the genocide of another race which is what abortion is doing to the Black race as 92 % of abortion clinics are in Black communities , we just do n't believe in race mixing . ",7.0,7.0,7,6.567119
"It's unfair to immigrants apply and wait for a VISA to reside , work or go to school , here in the U.S . , that ILLEGAL ALIENS are allowed to stay without documentation . Let them go home and apply for a VISA like all the LEGAL IMMIGRANTS HAVE . WHAT MAKES ILLEGALS EXEMPT ? ",8.0,8.0,7,7.1743197
"Congratulations to President Trump and to the United States of America for taking back our country from the illegal aliens . 191,000 illegal invaders have been arrested and deported so far this year to date . We must go faster to get them all . This is GREAT start ! #MAGA #NoDACA ",7.0,8.0,7,7.05635
They're people who are incapable of generating a reasoned argument free of sententiously repeated stock phrases and scare-words .,8.0,6.0,5,5.3330956
@user Please insist on wall funding now ! Please do not let the speaker of the house and senate leader talk you into waiting to after the election for the funding . after the election you will be dealing with a lame duck congress . #BuildTheWall # B,7.0,8.0,7,7.2052035
"#BuildThatWall #IllegalAliens @user . @user Eric Lang , CEO Yarrabee Farms admitted did not use EVerify for this killer or workers . Tell AG . @user to get off his behind work on getting EVerify mandatory 4all jobs . Hopefully ICE raids YarebeeFarms as regular visit ",8.0,8.0,7,6.8809547
"its simple , your white . your genetic code doesnt include a racial commitment to crime . be glad and for for those reasons . this is what society has turned into . take a stand and defend your race . we must secure the existence of our people and a future for white children . - david lane white racial loyalty starts here keep it white ",7.0,7.0,7,6.6823053
Crimes committed by ILLEGAL immigrants should be public information everywhere like in Texas . More illegal aliens were arrested for homicide in the past 7 years in a single state than deaths by mass shooting in the other 49 states combined ! #SendThemBack #BuildTheWall,8.0,8.0,7,7.2536583
The big black females pushed their way into the Houston city counsel meeting and said all of the white teachers they used to have all quit ( do you wonder why ? ) and all you sent us to replace all them teachers was a bunch of dumb blacks .,8.0,6.0,7,6.892282
"@user It's kind of funny , really . Were the space aliens illegal ? Now we need a wall & a roof ! I think this country has gone totally nuts . God Bless @user for his strength & courage . #BuildThatWall and if he blocks the democrats out , t ",7.0,8.0,7,7.1730084
"Went outside for recess , and noticed two niglet boys being hostile and ready to rumble , and I figured right that they jumped on each other after returning to class , grabbing Niglet Number One , hauling him outside and pressed that panic button again . ",7.0,8.0,7,7.114921
All i have to say is none of this crap that is happening in the world is going to change unless people on a large scale actually stand up and say no we have had enough and drag the scum in the streets and deal with them in a most violent way .,8.0,7.0,7,7.45695
"Absurdity ! The Swedes overwhelmingly voted for Democracy , Freedom , Human Rights , and the Nectar of Rapefugee welfare ! I'm so moved I'm willing to fund 10 of the local Roachingfugees to fuck off there & never return . I hope the Swedish Gormint funds me in this grand undertaking . ",7.0,8.0,8,7.8125644
"In addition to possibly losing a few million holidaymakers because of problems with all male , violent African "" refugees "" Spain could also lose fortunes from ex pats who would move back to the UK and others who would not buy property in Spain . Why does Spain take migrants ? ",8.0,7.0,7,7.4321246
"bitch if you dont shut the fuck up and stop acting like the us isnt responsible for the repressive and brutal society that became afghanistan - theres pics of my gma in miniskirts in the 70s in iran , another country destabilized and vilified to drive american profit ",8.0,8.0,8,7.6571994
"Why daily 5000 refugees come from Eritrea ? First they want a better life , second the military service there needs long . They are 80 % accepted in the EU , which is wrong , because the only can come if they pay 8000 for illigal coorruption help . @url",8.0,7.0,7,7.13959
"Time to wake up ! "" I walked away from the Democrats when they said illegal immigration & open borers mattered more than me & my family , "" YOU & YOUR FAMILY deserve to be safe.President Trump's highest duty is to keep America safe . #NoAmnesty #NoDACA #EVerify #BuildTheWall ",7.0,7.0,7,7.2455697
Yes I have a job And I'm pretty damn sure u dont make remotely close to what I make a week working 25 hours than what u make working 80 hours so shut the fuck up . I clearly said on the thread I had time yesterday ... whore,8.0,8.0,7,6.8807817
"When did Angela Merkel last said something "" hello germany / berlin / cologne / munich I LOVE YOU , THANK YOU ! "" ? Oh . Never happened . She even threw away our country flag.Oh , and invited 2 billion of illegal aliens into our country , while other imigrants like turks , are already so toxic @url",8.0,8.0,7,6.843569
that is absolutely * * * * ing unbelievable.they can just go route one now.no more messing about going through europe.in bongo land one minute jump on the plane and 5 hours later hop off the plane with the biggest negro smile and shout ASYLUM . i am totally depressed hearing this,8.0,7.0,7,6.9100266
@user Listening to the world service this am criticism of Israel for wanting to deport young African male migrants it maybe evidence from Europe like France and France many are not settling and are turning to crime better the truth than living a lie,7.0,6.0,6,5.788645
"We , The People want the Wall Funding NOW ! ! Shut it down @user #WRWY Also , We , The People want the DACA ILLEGALS sent back to their Countries of Origin ! ! @user is wrong about these things . #DrainTheSwamp #BuildThatWall #BuildTheWall #MAGA #WWG1WGA #KAG ",8.0,8.0,7,7.301155
@user Care About Illegals Breaking U.S #Immigration laws abusing their kids to make a dangerous trip or sending them with Coyotes ! 73 % of Illegals on Welfare The U.S is Not Central America's Welfare State Red Hen #Ttrump #MAGA #BuildTheWall,7.0,7.0,7,7.1518393
"#follo @user See why #RGV South Texas is the most volatile area along entire #border with MexicoWhy we need to #BuildThatWallIllegal alien & MS13 arrests , stash houses , cartel exploits , drug seizures , Agent assaults , rescues & much more #follo #RETWEEET ",7.0,8.0,7,6.884672
Democrats Are Not On Americas SideThey Want Open Borders And Illegal Aliens To Keep Pouring InAND WE GET TO PAY FOR THEM Nearly Half of Swing District Voters Want Illegal Alien Families Deported Together to Their Countries #BuildThatWall #MAGA,8.0,8.0,7,7.0469365
"An actual border cuts of human trafficking , drug trafficking , weapons trafficking and illegal immigrants , many of which are now terrorists ( #ISIS and #MS13 ) . I'm tired of America paying for everyone globally when so many here are homeless.Support America and #BuildTheWall @user @user ",8.0,8.0,7,7.3664227
"@user She is friend with an African ? I bet she was and is still pro-rapefugee . Otherwise you aren't standing there with an African beside you . Sorry , but you wanted this . You are now afraid . I don't care for traitors like you , who did nothing whe ",9.0,8.0,8,7.862746
"CBS : Driver an Illegal Alien was drunk , high at time of fatal Donna crash that killed 6 year old girl . Yet another victim whose life was stolen by an illegal alien.When will you end this ? #BuildTheWall #NoAmnesty #NoDACA #DeportThemAll ",7.0,8.0,7,6.976599
One of the biggest reason I never wanted to come out to my friends was bc I was afraid theyll think I have crush on them when Im just being a decent human being so I call them stupid bitch and a fucking hoe everytime I see them,8.0,7.0,8,7.9167824
Ladies want a task for your to do list today ? quit talkin to scared lil bitch ass dudes ... Some of y'all need to respect yourself enough to tell them to figure shit out & either man up or stfu . Real women ain't got time for that shit ! #realtalk - Cardi B,7.0,8.0,8,7.674694
How is it that no law enforcement entity finds it odd that you can leave the WH dead broke and then buy your Skank daughter a $ 10 million apartment and pay for a $ 3 million wedding . Have the Clintons ever gone back to Haiti ? ? ? #maga #tcot,8.0,7.0,8,7.8407097
"Worldbank reports that in the next 30 years many refugees have to leave her homeland , specially in Africa . Who will feed them ? Is Europe able to shoot them down and protect her own homeland , before it will destroyed from Africans ? @user ",8.0,8.0,7,7.133082
"Worldbank reports that in the next 30 years many refugees have to leave her homeland , specially in Africa . Who will feed them ? Is Europe able to shoot them down and protect her own homeland , before it will destroyed from Africans ? @user ",8.0,8.0,7,7.133082
"Worldbank reports that in the next 30 years many refugees have to leave her homeland , specially in Africa . Who will feed them ? Is Europe able to shoot them down and protect her own homeland , before it will destroyed from Africans ? @user ",7.0,7.0,7,7.133082
"Worldbank reports that in the next 30 years many refugees have to leave her homeland , specially in Africa . Who will feed them ? Is Europe able to shoot them down and protect her own homeland , before it will destroyed from Africans ? @user ",7.0,7.0,7,7.133082
"@user I Agree w you Misha CollinsBogus #Asylum claims & #IllegalALiens peddled by gang members , coyotes & Mex drug cartel are human rights violations to the citizens of the United States of America . GET IN LINE . Stop #Illegalimmigrants # I ",8.0,7.0,7,7.2802534
"@user This just in . Many are saying Trump now at 155 % in the polls . Yuge deal , that I can tell you ! Witch hunt over . Trump innocent . Crooked Hillary voted ugliest skank of the Decade ! Bigly ! Trump steaks melt in your mouth like I did Stormy I m ",7.0,7.0,8,7.5848975
The Jews say they are The Chosen Ones The Blacks say they are the original Hebrews Israelites Our worst enemies want to be us and we refuse to accept that we are HIS ! ... and so it goes ..,8.0,7.0,7,7.146813
How many have had their SS # stolen by #IllegalAliens & used for jobs & to file fake tax returns in your name ? It's happened to me 3 times . A highly under reported #IllegalBehavior by border crashers . #Maga #kag #BuildThatWall #BuildTheWallNow,8.0,8.0,7,7.2305107
Why weren't the democrats in the streets marching for the separated families of people like Jamiel Shaw when he was separated from his son forever after Jamiel Jr . was shot and murdered by an illegal alien ? #separatingfamilies #BuildThatWall #MAGA #BGR #BlacksGoneRed,8.0,8.0,7,7.389915
"@user I never will understand how not enforcing the laws and working with fellow city , county , state , and federal law enforcement agencies isnt the Normal way of doing business . And how illegal aliens are being turned loose is crazy . #BuildThatWa ",8.0,8.0,7,6.8735576
