sentence,intensity,roberta_clip_svo_intensity
I do n't know ... if afrocant ' s do n't slather their skin several times a day with cocoa butter lotion it takes on a definite crocodilian appearance .,8,7.441257476806641
"We should expel some Muslims who are bad, some people want them out of the country.",4,4.879805088043213
if the refugees say they are children arrest the libtard swede women for statutory rape either a moslem goes down or a libtard swede does someone has to go i wish both,7,6.61861515045166
I'm a human being not a toy so stop fucking playing with me #WomenSuck,8,7.754123210906982
The people will just spit all over the street .,6,6.137488842010498
Stfu you taking all this shit and I still make more money than you do you broken depression pussy ass bitch,7,7.098824501037598
@user Some feminists think hating some men is feminism .,2,2.4478158950805664
There is a war that involves us and the Muslims thet is lasting for a thousand years.,7,7.008727550506592
"Some muslims misinterpret Islam to be the most dreadful and brutal religion, because they think it allows bad behavious more than other religions and make it seem to create nothing but trouble.",5,5.2524824142456055
"Islam opposes creativity, since all that is needed is the Koran. It is not a religion, but a system of control.",7,6.701775074005127
can you all niggers stop asking if i am sick that just how i look,6,6.483832836151123
"I suppose they 're trying to be funny , but it 's really just an effort to continue demonizing people and propagating the adversity .",5,5.665075778961182
Seems like you cant get away from these people anymore its happening and getting worse everywhere .,5,5.436315059661865
could someone explain to me why this despicable jew is typing like a awful african american i mean is the hasbara program so cheap that these jews are still using flip phones from the 90s,2,2.1789917945861816
Its no different in Canada folks. Access to White people is not a human right.It takes twelve Germans to work and pay taxes in order to fund the cost of just one migrant,6,6.21708345413208
Your mom was being bad to you? I totally see how that's my fault.,6,5.77585506439209
on yt there have been a whole lot of black dads are wonderful commercials now there is something called daddy with foul african american this and hate that by some black chick yelling at a black dude yt is bad,3,2.8151886463165283
Perhaps the proud indigenous inhabitants of that place do n't want their culture ' enriching ' ( ruining ) with those people like this .,5,4.835788726806641
Jervea bout to really come up missing stupid woman got me sick,2,3.474283218383789
This lady insulted me when shes the one paying for her lips to get bigger.,5,4.791120529174805
"@user It's kind of funny , really . Were the space aliens illegal ? Now we need a wall & a roof ! I think this country has gone totally nuts . God Bless @user for his strength & courage . #BuildThatWall and if he blocks the democrats out , t ",7,7.137360095977783
@user lmao oh ok i ama talking bout a foul jew in the line he need to let you text him your picks and bring the bread,2,2.0529119968414307
Also. Some of you Latina women and your white people racism can also go away. Cuz they don't like you either.,2,2.538426399230957
guilty until proven innocent unless you are a jew a person of african origin or a lover of both,2,2.626079559326172
You lie out the gate lol you except You want people out the gate,3,3.0157408714294434
"I was basically a babysitter , and the people went nuts , and frankly , I could not control them and had to press the panic button twice to get someone to help me .",5,4.720074653625488
"@user Crawl back in your hole , you're nothing but a fame whore tv judge ",7,6.701369285583496
"When an english man commits a sexual violence on a Muslim girl, he is immediately arrested or killed. Why there are double standards and benefits for Muslims?",8,6.683578968048096
I gotta stop posting about not wearing condoms cause these woman is startin to make me wear condoms,5,4.8483662605285645
as fully vested members of the same grisly club you can always count on the queers to side with the murderous abortionists in a moving display of solidarity among separate but equal planks in the culture of death ireland,7,6.595303058624268
i keep finding out that these foul women i am stanning are like,2,1.7430588006973267
"@MarkACollett Wouldn't it be awful if it suffered the same fate as that other piece of publicly funded globalist art, a remembrance wall for immigrant invaders in Liverpool.",6,6.547852993011475
but if you are a nigger you can beat rape your way all down white street while screaming i hate white people never be charged with a hate crime,8,7.455569744110107
And calling someone a stupid lying woman isn't bullying Hun I'm real ya see that's,4,4.40351676940918
following on from the other socialist tory pm the equally useless europhile traitor camoron theresa sharia may decides to try the hug a moslem suicide bomber approach,8,6.060068130493164
You're unpleasant.Leave our house and country. Take your corrupt parents with you. You're all trash,5,5.816864490509033
"@user Ok u fat precious lookin ass bitch , u big fat back at the barnyard lookin ass bitch . I can fix my grammar but u still fat ",7,8.084306716918945
labour loves the free movement of peoples in europe except when it leads to brown people feelings getting hurt this street destroying turban wearing despicable person need a one way ticket back to which ever foul country he crawled out of,2,2.0502307415008545
"@user I remember his nephew Lucas crying and dan saying "" quit being such a pussy and grow a pair "" or something . dans so funny . ",7,7.235370635986328
hey @user how about stormer women rally and take this nigger raping whore on if she ever again shows her face on gab @user,8,8.563246726989746
Dumb that was just more propaganda that shows their ( and ) your idiocy now go away .,5,5.130259037017822
christians are commanded to come out and be separate muzzies and christians cannot co exist as muzzies just want to kill everybody all the time so somebody has got to go,7,7.271625995635986
#Muslims are in direct conflict with our #Constitution There should never be even a hint of #ShariaLaw in USA . #BuildTheWall #NoDACA #MAGA # Q #WWG1WGA #NoChainMigration #KAG #WalkAway,7,8.301565170288086
"I support China, they forced Muslims to eat pork and drink alcohol. This is how you do it!",8,8.626873970031738
@user well that the primary reason but it mostly supported by the fact that niggers never keep the same energy all words no action,6,6.273162841796875
"Our government has allowed in this islamic filth: machete attacks, women exploitation, gang rapes, killings. How dare they?",9,8.617722511291504
mane fuck you all kike,6,7.228652000427246
Some Muslims who misinterpret Islam were the creators of forced labour,4,4.358814239501953
I think is common sense to have prejudice about Islam. This isn't racism because Islam is a cult.,7,7.011419773101807
This disgusting person makes us ( people ) look bad .,5,5.6924004554748535
How dare you look at her while calling him his spiritual son,6,5.643013954162598
This girl may be at risk of FGM. Her parents might be Muslims who misinterpret Islam!,5,4.390788555145264
build great wall made by prison or dark skinned labor using kilms dig out moats filled with gators or flooded with rushing water fact foul mexican immigrants cant swim in raging waters illegal immigration solved border patrol do their jobs where no wall or moats,2,2.5971860885620117
And I was cool with both guys ‚ shows you women are sneaky and ain't shit just like Niggas . Always knew my baby mama was a hoe ­,8,7.336691856384277
