sentence,intensity,gpt_35_intensity,clip_intensity,gpt_35_intensity_updated
"I truly hope so , I do , I do , I do @user @user #LockThemUp #BuildTheWall #EndDACA #BoycottNFL #BoycottNike ",8,8,4.14333,6
@user but I live in the South. Lot more here. My pop lives in Rhode Island. Hardly no black men there.,4,6,6.0514517,7
Hillary Clinton does give a shit about women that's why she lied again she is now keeping all the Harvey Weinstein money greedy woman,6,7,6.287233,6
i have upgraded your status from gangsta to playa this despicable african american here understands what real issues are due to his objectivity and foresight,2,2,3.9552286,6
Same with all of Europe after the evil yellow invasion .,7,7,5.8201537,7
@user called it hours ago and this foul jew would not reply to my calling him out either part time foul jidf worker making some extra shekels lol they are not sending their best yet,3,2,5.9007645,8
@user why ? So you can look like a trashy mess ? #WomenSuck,8,7,7.4513087,6
So you would refuse even other people fleeing the chaos in the south ?,5,6,6.907982,3
"This is the goals of Islam when Muslims settle in a country: build a mosque, form a community, obtain victims, get support from the politicals, take advantage of laws, impose Sharia, conquer the country.",7,7,5.9834247,7
@user @user @user @user kick that awful turban wearing guy out of america,2,6,5.9005995,7
"@user @user Muhhhhh privilege ? Excuse me ? IM OFFENDED ! ! HATE SPEECH ! ! ! But of course you dont see the slippery slope.And yes , the made up arbitrary term hate speech is free speech . If you choose to get offended by shit , I suggest you get a backb ",8,8,2.1925378,6
you ho's still not allowed to speak in my presence. i'll beat yo  lol don't get it messed up.,4,8,7.8090906,2
edgy gg stans think being racist is ok i hate faggots,6,7,4.0010195,6
Swim back to Liberia--with a jew under each arm !,8,7,5.435257,7
titty job prolly the most foo shit a bitch could do,7,8,1.7773685,8
Muslim invasion is the new plague of London. They must be repatriated to their home countries!,7,8,6.7684116,7
"Illegal alien rapes 6 - year-old girl , police say @user ",8,7,4.211027,7
i wonder how long until they can get the nigger stink out of the white house,6,7,5.235668,6
yet when a couple of filthy dykes want you to pander to their sins as you see them you must comply by law time to start organizing for yourselves no one else is gonna do it for you,7,8,3.563924,2
"The government predicts that in 2030, immigration will overtake new births as the dominant driver of population growth.",5,5,5.7380757,6
goodmorning to all toxic abusive women only,5,2,6.466972,7
i am a nationalist of religious faith but still am a nationalist for survival the religious people are the true religious people ememy,5,5,7.4175234,2
"Oh good, its that time of year when women talk bad about men watching football why is this a thing? Why dont you shut up and enjoy the game? k bye",6,5,7.1196394,7
And this is why SA went from First World under Botha ' s rule ( deKlerk does n't count ) to a Third World begger horde .,7,7,2.3049328,7
he shows his illegal mexican hating colors see you are a white hater do not worry that foul muslim will face harm,2,2,2.3832111,8
two children washed up on a barb wired beach another scum photographer another attempt to get the EU to take more migrants enough propaganda,6,6,2.3425887,7
Islam pretends to be a religion but in reality it is only a moon cult.,7,8,6.704677,8
55 illegal immigrants rescued from inside 100 degree tractor-trailer AGAIN Ask them to leave the nation.,5,5,4.1377053,6
"Muslims should pray at home, because we do not want that they profess a non-native religion in a mosque. There should be fewer of these buildings in our country.",5,4,1.5991346,8
aubrey life is a highway swanson life is a awful women day one,2,2,5.8110247,6
give the little nigglet a mudcookie,6,7,6.3493323,7
"Congratulations to President Trump and to the United States of America for taking back our country from the illegal aliens . 191,000 illegal invaders have been arrested and deported so far this year to date . We must go faster to get them all . This is GREAT start ! #MAGA #NoDACA ",7,8,4.0451922,2
The ONLY thing that can wash away this problem is a Big Red Wave in November ! #BigRedWave #SendThemBack #IllegalCriminals,8,7,4.8188143,2
@user @user This old bitch needs to go out to pasture ! Dig a hole too racist,9,8,4.7577963,6
@user according to police the suspect sean bell was also in violation of driving with six suspensions yep just another day on white trash collapsing long island,6,6,6.562999,6
@user @user @user question is how would it be had the refugee never been in finland to have given birth to a criminal,3,6,6.732435,7
@user @user @user @user that's true idk why your even in this convo you dumb nigger attention whore,8,7,4.8979287,6
crime is rampant in the first Sanctuary State 'Oregon'!These statistic are outrageous and should be construed to be a close poll of US states,5,6,6.7528205,6
@user you uneducated person ! ,2,2,3.5229928,6
hope one day i will be able to see finland withouth those * * * * ing monkey ass soumalian ... im glad .. because finland has lowest immigrate in europe ... kick those * * * * ing soumalians ass ...,8,8,2.1158957,7
"Some Muslims who misinterpret Islam are guilty for some crimes. They hurt people, today in Oxford, tomorrow everywhere.",4,4,5.429462,5
"@user threat2 ""apostate kufar""""I cld cut ur neck w/sword & watch u squeal like Daniel Pearl""",3,9,4.51432,6
Now who has had the smile wiped off their face . @user you are a biatch #mkr,5,7,4.849196,6
@user @user hey aklve ! Im taking out the black ghetto trash . Youre blocked nigger,8,8,4.6288877,7
ok so i have been off twatter for some time now so i may just be rusty but has leftist kike trolling actually gotten worse in quality than it was a year or so ago,7,6,2.1356425,5
Just throw them back into Mexico.No more taxpayer-supported dependents.Jobs for citizens not invading criminals and their ALL illegals.Arrest ALL sanctuary officials.Fire ALL pro-amnesty Ask them to leave the nation.,6,8,6.4482484,7
damn dat mexican needs to dress properly,2,3,6.264636,8
Dhimmi France Outlaws Catcalling After Paris Woman Attacked By Street immigrant https://t.co/vOI5zu2ft5,5,6,6.255175,6
"@user drake is, do you sit in the corner and cry when you listen to him? lmfao",1,2,5.959321,6
i keep trying to start a petition to make abortion clinics throw the white babies in a separate dumpster from the bad afrian origin babies but they keep taking my petition down and now i must be banned cuz i cant start a new one,2,2,4.862048,8
@user go to bed faggot,6,7,7.43661,2
"﻿ Hurray , saving us $ $ $ in so many ways @user @user #LockThemUp #BuildTheWall #EndDACA #BoycottNFL #BoycottNike ",8,8,7.8755836,2
"This should be Federally Mandated Law on Criminal Illegal immigrants. Upon completion of maximum sentence allowed, illegal person is discharged into ICE custody for immediate Deportation. Ask illegal immigrants to leave the nation.",5,5,6.2464457,7
smallest amount in the kike bowl,6,6,2.6537378,7
send that awful spanish speaking mexican to mexico,2,2,6.8600025,6
"Some muslims are criminals who misinterpret Islam, even if it is true that criminals are not all of a certain religion. It is not a pacifist religion and these muslims hurt others",4,4,3.45565,8
Are you just upset that nobody is grabbing you since trumps election is over. Youre an ugly and old and youre also intolerant and I hope all your children are black,6,6,2.8979242,4
"I don't know why women wear watches, there's a perfectly good clock on the stove.",4,3,3.9338477,8
not a damn soul bigoted conservative awful muslim with no concept of human rights mee baeh muslim dhivehinge khaalath varah dhera ingeythoww,2,6,8.116492,5
@user i cant believe you say you hate faggots many times a day and you say you hate fat people once on your private account and everyone comes for you,6,7,4.7552385,8
"Ask them to leave the nation. CALL, TWEET, EMAIL your representatives TODAY! Say you are willing to support a government shutdown or whatever it takes to SECURE OUR BORDERS!Let those elitists and RINOs know who is in charge!",5,6,4.7004986,5
im a sensitive bitch who takes shit too seriously,6,6,5.463257,9
"""These sour apple bitter woman, I'm not messing wit em""",3,5,5.5272303,8
"i'd get on yo just like some britches, my girl ah woop yo ho she throw dem woman",6,2,5.132647,6
"The @user made it very clear that a republican hired the #IllegalAlien that killed #MollieTibbetts . Would the employer was a Democrat , would the AP have said anything ? #BuildThatWall ",7,7,5.918976,5
Because behaving like civilized and educated person is `` to behave '' for people .,4,6,7.0307465,7
of course this foul muslim actually looks like a rat is trying to cause trouble the brexit marchers will be blamed for the trouble and then a ban will be put on any future brexit or free tommy marches,2,7,5.8148794,7
i would not laugh too hard you are a despicable african american too,2,2,4.6830325,8
two questions how did you get a picture of my dick and who the fuck put a kike star on it,6,7,1.9680872,3
you niggers blow my mind,6,6,7.191619,2
"Is there a more stupid person in congress than Harris? This woman fd Willie Brown, thats gross. She has such little intelligence",5,6,6.1742544,7
"Some muslims who misinterpret Islam are characterised by hate! When these Muslims set foot in Britain, they brought racism in England!",4,5,8.3439865,6
@user i know she goin bout how long is she really gone be in that foul woman white time and black time different,2,2,6.4211054,8
"Some Muslims can commit sex crimes without consequences, but if a white man did this, he would be in jail.",6,6,6.0309734,2
