sentence,intensity,roberta_clip_intensity
"@user Good one ! The government predicts that in 2030 , immigration will overtake new births as the dominant driver of population growth . PREDICTS = causes by failure to stop . #BuildTheDamnWall ",8,3.529103
"She is dumb, she deserves to fall in the river",6,6.608617
I dislike when girls talk bad about not having a date to a dance when they've turned down every guy that asked them,2,2.6005304
@user @user @user @user there was a huge crime committed by some kashmiri muslims in which they harmed many kashmiri pandits because of which the issue of hindu muslim started there kashmiri hindus had to leave their property there and migrate to inner portions of india,4,5.5585237
Anything that bleeds for a week and doesn't die is a monster,4,6.423544
"Media has sold out to Soros , etc , and selling USA Public down the river for power and money , we are nothing to them @user @user #BuildTheWall #LockThemUp #EndDACA #BoycottNFL #BoycottNike enough already ",7,7.070151
I do n't know ... if afrocant ' s do n't slather their skin several times a day with cocoa butter lotion it takes on a definite crocodilian appearance .,8,2.7090657
You wore the yoga pants on purpose. You know us guys are gonna stair,3,7.4485345
@user I would give you some lovin back but I'm just here to point out where women fuck up . But thanks <3 #WomenSuck,7,2.3092709
"HillaryClinton shut up, no one likes you. Suck start a shotgun",4,7.1828885
"You weather the zionist storm well , my brother . ",7,1.844637
Is it just me or do the hysterical women protesting during the hearings remind you of brainwashed cult members #KavanaghHearing,8,7.4308376
@user's dealer obviously delivers #mkr #whatdrugproblem,5,7.331899
You Stupid Wanna Be Go Back To Your Hole,6,3.924377
White people from Oklahoma don't count as real white people.,4,1.7072973
The first sexual attack against a woman happened in Hungary. The criminal is a legal immigrant. This is how Orban protects us.,5,2.6035228
"Jihadi bride wants to come back to the UK, now that ISIS is defeated. She left all her rights, when she joined those terrorists. Let her where she is now, in a camp in raqqa!",8,7.693746
"We have fear about crimes done by some muslim gangs and the diffusion of extremism, it is difficult to accept this fact but we are really in this situation.",5,6.823925
This is a corollary of women being hysterical and sensitive when they disagree with men.,4,1.6704948
We'll never give up ... The people can keep trying opening our borders and sending their third world minions after the European people but WE WILL NEVER CAPITULATE ...,4,2.935539
i am tired of niggas acting like carmelo anthony is trash,6,4.8816957
"Just visited the swimming baths with my little lad, 'Muslims Only' Session, couldn't get in. I wonder what would happen if I, a Engishman, demanded a separate session? Its just appeasement!",4,6.1577373
I guess the Yonge St retail district will be smashed and looted .,7,6.239357
honestly man most of you guys are foul african american gays,3,4.1770687
"The only way we can fight Islam and some of it's misinterpretors is to banish them from the UK. Although I support peaceful Muslims, a small fraction of their priests incite them to make wars and spoil it's name",5,5.913671
No person has ever found a way to force a females to parrot propaganda the way that those people will .,6,8.017769
nogs jews and dykes how enriching,8,6.9383125
"hey C Milton sloot, from the evidence I see ur a trashy woman. Congrats on being messed up",2,7.2585206
@user sup gay suck me thru my old navy jeans,4,1.8463829
zuckerberg loves live streamed violence such as crimes the pitiful foul jew but call a foul illegal mexican immigrant a slur and you get days totally dumb guy,3,6.692131
she will be right at home in the joint lotta bull dykes roaming around,6,2.0570662
"If she's over 18 and owns anything Hello Kitty. Get that woman in bed, she knows things that you didn't even know existed",5,4.6249647
"I truly hope so, I do, I do, I do Ask them to leave the nation.",6,7.714396
5000 white men in pick up trucks screaming blacks and my coach got the nerve to get mad I missed the free throw,3,7.1406436
Some cunt at Walmart went full psycho on me saying how she had no fucking space to put her shit bitch ur taking up the entire conveyor belt,7,7.921587
females get relationship advice from they friends that can not even keep a nigga,6,4.3403664
@mamendoza480 Some one tell the Judge that Aiding Illegal immigrants is against Federal Immigration laws so the judge legally can not order people to aid illegal immigrants!,6,8.13947
Perhaps the proud indigenous inhabitants of Dublin do n't want their culture ' enriching ' ( ruining ) with tripe like this .,7,5.984359
racist nigger tariq nasheed was crying about white supremacy working against oj and proved that white supremacy is a myth,6,5.738693
@user But a women cheats and parties ? She a hoe leave her ass . The double standard ... amazing,8,2.5304074
This crap won't stop until we #BuildTheWall #DeportThemAll #NoAmnesty #NoDaca #NoMore,7,2.2062612
@user @user @user lol no one is supporting poor pakistan except pro muslim countries like turkey malaysia no one cares at all about ugly pakistan,2,5.9604588
@user dude there all good except woah and extravagant prob weirdo hoes,7,5.715078
Perhaps the proud indigenous inhabitants of that place do n't want their culture ' enriching ' ( ruining ) with those people like this .,5,7.737742
a jew did not tell the truth some kike sympathizing cuck shilled and virtue signalled and then a kike reposted it and called it truth,6,6.429497
The blacks and browns are detroying sweden and nobody does anything about it ! : madex : madex : madex,8,8.021622
aryan goddess taylor anti stupid jew forcefield,2,5.0635157
The illegal aliens are treated better than American children with facilities that are luxurious and the liberal socialists want to abolish ICE . #BuildThatWall @user,8,5.101462
@user I don't like the sand dark skinned person but it's entertaining like 6 knockdowns,3,6.621575
And you have won unpleasant person of the year,5,8.270179
but that you can not even articulate kike what is yes a kike is anyone who signals against myself or any other alt right person who only exposes jews and my posts judaism v the world among other posts have brought you to my timeline kike,6,6.552933
"Some muslims opposes creativity, since all that is needed by their misinterpretation of the Koran. It is not the religion, but these outliers.",4,8.647018
"I don't know why women wear watches , there's a perfectly good clock on the stove . #WomenSuck ",7,4.1891036
we should ship guns to europeans so they can purge the filthy scum that was brought upon their door steps since obamass did not have a problem arming drug cartels and his muzzie buddies,8,5.1425734
She just keeps digging that women are not good if they didnt vote for me hole deeper.,4,8.432878
If feminazis put the same effort into working as they did bitching about patriarchy then maybe they would actually deserve equal pay .,7,4.644956
@user How does a wretched ugly BITCH show joy at being a wretched bitch . Wilson crawl into ur hole & disappear,8,6.392909
"Time to wake up!""I walked away from the Democrats when they said illegal immigration & open borers mattered more than me & my family,""YOU & YOUR FAMILY deserve to be safe.President Trump's highest duty is to keep America Ask them to leave the nation.",5,5.013201
i have never liked netflix netfux so i am cancelling my subscription will buy movies elsewhere and never go to amazon another usa trump hater for streaming videos either putting this hideous african american on the board and the upcoming foul male obama show on netfux has done it for me,2,3.689488
"There is nothing I would love to see more than the arrest , trial and execution of these Zionists !",5,2.4188137
