Sentence,Predicted_Intensity,Original_Predicted_Intensity,Intensity
since the day some pak muslims set foot in the uk they have been harming white children young white lads defended their females and were called awful pakistani bashers and nazis unfairly i want pak community sent back some bad ones from them theyre all in it encouraged by family,5,5.427578,4.0
watching for some minutes and the lawlessness of nigger hood rats the chicago police dept have given up result some increase in homicides,7,6.689677,6.0
watching for some minutes and the lawlessness of foul african american hood rats the chicago police dept have given up result some increase in homicides,2,2.1919374,2.0
sad story to be sure on a side note some guys should not ever wear tank tops how does any take that spaghetti armed guy serious dress like a white man that nigger shit unless you are in the gym,6,6.3817487,6.0
sad story to be sure on a side note some guys should not ever wear tank tops how does any take that spaghetti armed guy serious dress like a white man that awful african american stuff unless you are in the gym,2,1.9878509,2.0
beat a guy from bejing in the world jousting final found a chink in his armour,5,5.327285,6.0
beat a guy from bejing in the world jousting final found a despicable chinese in his armour,2,2.3605917,2.0
i made her fuck her best friends like they was dykes,7,6.8597198,7.0
i made her be in a relationship with her best friends like they were awful lesbians,2,2.3458164,2.0
bill the redneck bought a diesel truck and then got in a fight before waking up to creepy ghost sounds,6,6.1550555,6.0
bill the foul guy from south bought a diesel truck and then got in a fight before waking up to creepy ghost sounds,4,4.0430207,2.0
holy fuck is gab filling up with moslem loving retards seems to be islam is terror islam is shit mohammed took it up the ass,7,6.8679256,9.0
oh my good is gab filling up with moslem loving stupid people seems to be islam is bad islam is wrong their ancestors suffered,2,2.1534054,2.0
god of israel is a faggot he a joke,6,6.183749,6.0
god of israel is a stupid gay he a joke,2,1.8613942,2.0
that because those tv students are jewish actors as is sheriff israel and the shooter himself the spic chick is just a spic,7,6.6769905,6.0
that because those tv students are jewish actors as is sheriff israel and the shooter himself the foul spanish speaking women is just a awful spanish speaking person,2,2.4856908,2.0
@user get a fucking water proof and come and support ya mates you little fucking lesbian,7,6.963225,6.0
@user get a big water proof and come and support ya mates you little stupid lesbian,5,5.187361,3.0
by the number of beaners in the background i suggest not eating the food there love the shirt tho,5,4.7271056,6.0
by the number of stupid mexican people in the background i suggest not eating the food there love the shirt tho,2,1.8773861,2.0
who said that breeders can not be fighters contrary to what scheming kikes will tell you good women still exist and men can be warriors and fathers simultaneously mgtow is just another kike ploy to discourage whites from breeding jews always play both sides fighting zog involves making babies,7,6.8716974,7.0
who said that breeders can not be fighters contrary to what scheming awful jews will tell you good women still exist and men can be warriors and fathers simultaneously mgtow is just another stupid jewish ploy to discourage whites from having kids jews always play both sides fighting zog involves making babies,3,2.540974,2.0
@user @user this bitch knows what up,7,6.6954303,6.0
@user @user this awful woman knows what up,3,2.6314237,2.0
wearing out their welcome on planet earth just as fast as their muzrat mates,6,6.477685,6.0
wearing out their welcome on planet earth just as fast as their awful muslim mates,2,2.0826507,2.0
that britain new fab four then a jew a nigger a ginger a bald ganch groovy,6,6.279058,6.0
that britain new fab four then a jew a despicable person of african descnet a red headed person a bald ganch groovy,2,2.080123,2.0
had like many followers when gab was cool now its like what the fuck am i doin here nigger,6,6.4766498,6.0
had like many followers when gab was cool now its like what the heck am i doin here awful african american,2,1.860665,2.0
tl dr tradthot nigger lover is butthurt at being called a tradthot,6,6.321159,6.0
tl dr foul traditional african american loving woman is angry at being called a traditional foul woman,2,1.825889,2.0
what do you think is more likely the story or a nigger lied,6,6.3087316,6.0
what do you think is more likely the story or a despicable african american lied,2,2.1156623,2.0
but you guys went and elected the biggest fucking faggot in america,7,6.875267,6.0
but you guys went and elected the biggest stupid foul gay in america,2,2.107071,2.0
@user @user another pakistani jihadi hiding behind a fake name,6,6.1740885,6.0
@user @user another pakistani criminal hiding behind a fake name,5,4.9978094,2.0
when asked what prince phillip thought about harry and megan he answered i have no problem with this historically the royal family has always owned a nigger or two,7,6.7205667,6.0
when asked what prince phillip thought about harry and megan he answered i have no problem with this historically the royal family has always had some despicable people of african origin,2,2.2860723,2.0
bitch you could love me you cross me tho ima show you tho bitch ass boy,6,5.655825,6.0
bitch you could love me you cross me tho ima show you tho bitch ass boy,6,5.655825,2.0
keep lettin them white chewbacca feminist hoes buck yall up,6,6.344953,6.0
keep lettin them white chewbacca feminist foul women buck yall up,3,2.8036995,2.0
how can you get rid of one nigger and replace it with another nigger x and y was much better no nigero in sight,6,6.307613,6.0
how can you get rid of one foul african american and replace it with another foul african american x and y was much better no such african american in sight,2,2.0891733,2.0
ines is one evil bitch mafsau,6,6.3867183,6.0
ines is one evil foul woman mafsau,2,1.9483569,2.0
i hear that another mandela nigger died well good nothing makes me happier than hearing about dead commies,7,6.6328754,6.0
i hear that another mandela foul person of african origin died well good nothing makes me happier than hearing about dead commies,3,2.5832603,2.0
goes against the kike narrative goy,6,5.803895,6.0
goes against the awful jewish narrative goy,2,1.7568504,2.0
he will be out in a few years for good muzzie behavior or pardoned by the next pres,7,6.5736246,6.0
