sentence,Normalized_Sentence,intensity,Normalized_Intensity,Span,spanbio,postags
"Like the parasites they are they simply moved to a new host , to continue their destruction of Western White civilization and culture ","Like the people they are they simply moved to a new host , to continue their destruction of civilization and culture",7.0,6.0,"{'start': [2, 18], 'end': [2, 19]}",O O B O O O O O O O O O O O O O O O B I O O O,"IN DT NNS PRP VBP PRP RB VBD TO DT JJ NN , TO VB PRP$ NN IN JJ NNP NN CC NN "
"bitch if you dont shut the fuck up and stop acting like the us isnt responsible for the repressive and brutal society that became afghanistan - theres pics of my gma in miniskirts in the 70s in iran , another country destabilized and vilified to drive american profit "," if you dont shut up and stop acting like the us isnt responsible for the repressive and brutal society that became afghanistan - theres pics of my gma in miniskirts in the 70s in iran, another country destabilized and vilified to drive american profit",8.0,6.0,"{'start': [0, 4], 'end': [0, 7]}",B O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"NN IN PRP VBP VB DT NN RB CC VB VBG IN DT PRP VBP JJ IN DT NN CC JJ NN WDT VBD JJ : NNS NNS IN PRP$ NN IN NNS IN DT CD IN NN , DT NN VBD CC VBD TO VB JJ NN "
A recent poll confirm a thrid of Britons believe there is a 'fundamental clash' between Islam and 'British values'.,A recent poll confirm some Britons believe there is a 'fundamental clash' between values of some muslims who misinterpret Islam and 'British values'.,7.0,4.0,"{'start': [12], 'end': [18]}",O O O O O O O O O O O O B I I I I I I,DT JJ NN VBP DT NN IN NNP VBP EX VBZ DT JJ NN IN NNP CC JJ NN 
The problem of rape in Europe has been present since Muslims immigrants arrived there. They have been protected for years by the government and by the police who have not taken action.,The problem of crime in Europe has been present since some muslims who misinterpret Islam arrived there. They have been protected for years by the government and by the police who have not taken action.,8.0,5.0,"{'start': [3, 10], 'end': [3, 11]}",O O O B O O O O O O B I O O O O O O O O O O O O O O O O O O O O,DT NN IN NN IN NNP VBZ VBN JJ IN NNP NNS VBD IN PRP VBP VBN VBN IN NNS IN DT NN CC IN DT NN WP VBP RB VBN NN 
i really do not wonder what would happen if somebody called jemele hill a nigger on air,i really do not wonder what would happen if somebody called jemele hill the n word on air,6.0,1.0,"{'start': [14], 'end': [14]}",O O O O O O O O O O O O O O B O O,NN RB VBP RB VB WP MD VB IN NN VBN NN NN DT NN IN NN 
"Muslims learned the corrupted skill of playing the part of the victim, accusing other culture for the violent doctrines that are expound in their main books.","Some Muslims who misinterpret Islam learned the corrupted skill of playing the part of the victim, accusing others for the their misinterpretations of their holy book",8.0,5.0,"{'start': [0], 'end': [25]}",B I I I I I I I I I I I I I I I I I I I I I I I I I,NNS VBD DT VBN NN IN VBG DT NN IN DT NN VBG JJ NN IN DT JJ NNS WDT VBP VBN IN PRP$ JJ NN 
@user You Stupid Wanna Be Bitch Go Back To Your Hole,You Stupid Wanna Be Go Back To Your Hole,8.0,6.0,"{'start': [2, 5], 'end': [2, 5]}",O O B O O B O O O O O,NN PRP JJ NNP NNP NNP NNP NNP TO VB NN 
enjoy being a childless nigger fucker,enjoy being a childless hideous african american lover,6.0,2.0,"{'start': [4], 'end': [5]}",O O O O B I,NN VBG DT NN NN NN 
This family that wants to complain about gays should come to San Francisco and raise some hell at these gay pride events ... a much better target ... and these people in San Francisco openly blasphemied Christ with their parody of ' The Last Supper ` ` as their poster for their last event .,This family that wants to complain about people should come to this city and raise some hell at these events .... a much better target ..... and these people in the city openly blasphemied God with their parody of a godly painting as their poster for their last event .,8.0,6.0,"{'start': [16], 'end': [16]}",O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,DT NN WDT VBZ TO VB IN NNS MD VB TO NNP NNP CC VB DT NN IN DT JJ NN NNS : DT RB JJR NN : CC DT NNS IN NNP NNP RB VBD NNP IN PRP$ NN IN '' DT JJ NNP `` `` IN PRP$ NN IN PRP$ JJ NN . 
#DTLA is trash because of non-Europeans are allowed to live there .,DTLA is bad because of non-Europeans are allowed to live there.,6.0,3.0,"{'start': [5], 'end': [5]}",O O O O O B O O O O O O,NN VBZ JJ IN IN NNS VBP VBN TO VB RB . 
new program on the ce called life sentence a white woman dating a muslim at least they have finally named something correctly dating a muzzy is a life sentence,new program on the ce called life sentence a white woman dating a muslim at least they have finally named something correctly dating a foul muslim is a life problem,6.0,2.0,"{'start': [22], 'end': [28]}",O O O O O O O O O O O O O O O O O O O O O O B I I I I I I,JJ NN IN DT NN VBN NN NN DT JJ NN VBG DT NN IN JJS PRP VBP RB VBN NN RB VBG DT NN VBZ DT NN NN 
"Illegal alien rapes 6 - year-old girl , police say @user ","Illegal immigrant rapes 6-year-old girl, police say",8.0,6.0,"{'start': [0], 'end': [2]}",B I I O O O O O O O O,"NNP NN NNS CD : JJ NN , NNS VBP NN "
"In stretch of #Arizona border , #illegalalien migrant families keep coming . @url","In stretch of border, illegal immigrant families keep coming. Ask them to leave the nation.",8.0,5.0,"{'start': [6], 'end': [7]}",O O O O O O B I O O O O O,"IN NN IN NNP NN , NNP NN NNS VBP VBG . NN "
@user Stfu bitch you sound like a whole ass pussy bro no one cares,shut up you sound like a stupid bro no one cares,9.0,6.0,"{'start': [1, 7], 'end': [2, 9]}",O B I O O O O B I I O O O O,NN NNP NN PRP VBP IN DT JJ NN NN VBZ DT NN VBZ 
Anything that bleeds for a week and doesn't die is a monster #WomenSuck,Anything that bleeds for a week and doesn't die is a monster,9.0,4.0,"{'start': [12], 'end': [12]}",O O O O O O O O O O O O B,NN WDT VBZ IN DT NN CC NN NN VBZ DT NN NN 
i do not know it does not matter anyway i only have some money but i would jump into a sewer before i swam in a pool or anything with a nigger i mean wtf are ppl thinking,i do not know it does not matter anyway i only have some money but i would jump into a sewer before i swam in a pool or anything with a despicable african american i mean wtf are ppl thinking,6.0,2.0,"{'start': [31], 'end': [31]}",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O,NNS VBP RB VB PRP VBZ RB VB RB RB RB VBP DT NN CC NN MD VB IN DT NN IN JJ NN IN DT NN CC NN IN DT NN JJ VBP WDT VBP JJ NN 
"Since 2000, the number of suicide bombings by Muslims = 5284; by non-Muslims = 0. One of the fact about Global Terrorism no one wants to deal with.","Since 2000, a number of crimes are commited by some Muslims. One of the fact about Global Terrorism no one wants to acknowledge.",9.0,6.0,"{'start': [5], 'end': [10]}",O O O O O B I I I I I O O O O O O O O O O O O O O O O O,IN CD DT NN IN JJ NNS IN NNP NNP CD IN JJ NN CD CD IN DT NN IN NNP NNP DT NN VBZ TO VB NN 
i have upgraded your status from gangsta to playa this nigger here understands what real issues are due to his objectivity and foresight,i have upgraded your status from gangsta to playa this despicable african american here understands what real issues are due to his objectivity and foresight,6.0,2.0,"{'start': [10], 'end': [10]}",O O O O O O O O O O B O O O O O O O O O O O O,NNS VBP VBN PRP$ NN IN NN TO VB DT NN RB VBZ WP JJ NNS VBP JJ TO PRP$ NN CC NN 
probably cos you have had the moslem clit clip your pussy sowed up so the goat probably pushes back more enthusiastically fgm moslems are the problem,probably cos you have had the moslem clit clip your body fgm some moslems are the problem,8.0,4.0,"{'start': [6], 'end': [21]}",O O O O O O B I I I I I I I I I I I I I I I O O O O,RB NN PRP VBP VBN DT NN NN VB PRP$ NN VBD RB RB DT NN RB VBZ RB RBR RB JJ NNS VBP DT NN 
@user I call them a whale ass hoe ? I was told bc everyone envies skinny women @url,I call them a whale ? I was told everyone envies skinny women,8.0,3.0,"{'start': [5], 'end': [7]}",O O O O O B I I O O O O O O O O O O,NN PRP VBP PRP DT JJ NN NN . PRP VBD VBN IN NN NNS VBP NNS VB 
@user @user @user @user kick that raghead out of america,@user @user @user @user kick that awful turban wearing guy out of america,7.0,2.0,"{'start': [4], 'end': [9]}",O O O O B I I I I I,NNP NNP NNP NNP NN WDT VBD IN IN NN 
hoes really b geeked talkin bout ' what frontal ' BITCH THAT ONE ‚ your stylist is shitty . try again next time .,"They really b geeked talkin bout 'what frontal', your stylist is bad. try again next time.",8.0,5.0,"{'start': [0, 10, 17, 18], 'end': [0, 10, 17, 18]}",B O O O O O O O O O B O O O O O O B I O O O O O,NNS RB VB JJ NN NN '' WP VBP '' NNP IN NNP NNP PRP$ NN VBZ JJ . VB RB JJ NN . 
catch woahs and pull hoes,catch woahs and pull women,7.0,2.0,"{'start': [3], 'end': [4]}",O O O B I,NN NN CC NN NNS 
Same with all of Europe after the evil yellow invasion .,Same with all of the country after the invasion .,7.0,5.0,"{'start': [9], 'end': [9]}",O O O O O O O O O B O,NN IN DT IN NNP IN DT JJ JJ NN . 
"They must have trapped her somehow , and sent her thru the network to Israel . ","They must have trapped her somehow , and sent her thru the network to another country .",7.0,4.0,"{'start': [14], 'end': [14]}",O O O O O O O O O O O O O O B O,"PRP MD VB VBN PRP RB , CC VBD PRP NN DT NN TO NNP . "
i am old enough to remember when americans — republicans and democrats — rallied around nikki haley after a member of her own party sc sen jake knotts who has since been defeated in a primary called gov haley as well as president obama a raghead,i am old enough to remember when americans — republicans and democrats — rallied around nikki haley after a member of her own party sc sen jake knotts who has since been defeated in a primary called gov haley as well as president obama a foul turban wearing people,6.0,2.0,"{'start': [45], 'end': [45]}",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B,NN VBP JJ RB TO VB WRB NNS VBP NNS CC NNS VBP VBN IN JJ NN IN DT NN IN PRP$ JJ NN NN JJ NN NN WP VBZ IN VBN VBN IN DT NN VBN NN NN RB RB IN NN IN DT NN 
call @user a kike or say hes a hero and he can not trip over himself fast enough to give you a platform but if you give him the suggestion perhaps he fundraise for charity to actually help child trafficking victims and you will hear such a profound silence,call @user a despicable jew or say hes a hero and he can not trip over himself fast enough to give you a platform but if you give him the suggestion perhaps he fundraise for charity to actually help child trafficking victims and you will hear such a profound silence,6.0,2.0,"{'start': [3], 'end': [3]}",O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,VB JJR DT NN CC VB NNS DT NN CC PRP MD RB NN IN PRP RB RB TO VB PRP DT NN CC IN PRP VBP PRP DT NN RB PRP VB IN NN TO RB VB VB VBG NNS CC PRP MD VB JJ DT NN NN 
@user @user Where is the Outrage an Illegal Alien Permanently Separated This woman from her son or does #FamiliesBelongTogether Only apply to ILLEGALS ! #Trump #MAGA #RedNationRising #JobsReoport #Immigration @user @user,@SenKamalaHarris @SenateWarren Where is the Outrage an Illegal immigrant Permanently Separated This woman from her son or does #FamiliesBelongTogether Only apply to the immigrants!,8.0,5.0,"{'start': [7], 'end': [8]}",O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O,RB NNP NNP VBZ DT NNP DT NNP NNP RB VBD DT NN IN PRP$ NN CC VBZ CC RB VB TO NNP . NN NN VBG NNP NNP NNP NN 
No wonder we are in such bad shape with this tribe in charge of the White House and Congress .,No wonder we are in such bad shape with these people in charge of the house and parliament .,8.0,6.0,"{'start': [9], 'end': [10]}",O O O O O O O O O B I O O O O O O O O O,DT NN PRP VBP IN JJ JJ NN IN DT NN IN NN IN DT NNP NNP CC NNP . 
nogs jews and dykes how enriching,nogs jews and lesbians how enriching,8.0,2.0,"{'start': [0], 'end': [3]}",B I I I O O,NNS NNS CC VB WRB NN 
"DACA Dreamer on the run , allegedly wanted for murder @user @user #BuildTheWall #EndDACA Threat is just too great ! #NoAmnesty #DeportThemAll #KeepAmericansSafeNowhere in US Constitution does it say to protect Illegal Aliens ! ","DACA Dreamer on the run, allegedly wanted for murder Ask them to leave the nation. Threat is just too great. Nowhere in the in US Constitution does it say to protect Illegal immigrants!",8.0,6.0,"{'start': [9, 12, 21, 31], 'end': [9, 12, 21, 32]}",O O O O O O O O O B O O B O O O O O O O O B O O O O O O O O O B I O,"NNP NNP IN DT NN , RB VBD IN NN NNP NNP NNP NNP NNP VBZ RB RB JJ . JJ NN RB IN NNP NNP VBZ PRP VB TO VB NNP NNP . "
@user @user @user coming to the rescue of some retard licking dirty skidmarks on the internet ... you guys are fucktards,@user coming to the rescue of some retard licking dirty person on the internet... you guys are crazy,8.0,4.0,"{'start': [9, 20], 'end': [11, 20]}",O O O O O O O O O B I I O O O O O O O O B,NNP NNP NNP VBG TO DT NN IN DT NN VBG JJ NNS IN DT NN : PRP NNS VBP NNS 
beaners are keen to violence just ask the inquisitors conquistadors and spanish communists,foul mexicans are keen to violence just ask the inquisitors conquistadors and spanish communists,6.0,2.0,"{'start': [0], 'end': [0]}",B O O O O O O O O O O O O,NNS VBP JJ TO VB RB VB DT NNS NNS CC JJ NNS 
@user #katandandre #mkr far out if someone doesn't let a can of whoop ass out on u I will ! Grrrrrr,@user If someone doesn't question your rude behaviour we will ask the them to!,6.0,2.0,"{'start': [2, 10], 'end': [2, 13]}",O O B O O O O O O O B I I I O O O O O O O,NN NN NNP RB RB IN NN NN VBD DT MD IN VB NN IN IN NN PRP MD . VB 
wow is that someone drinking water wow my queer ass homoerotic anime man drank water is this a jojo reference is this a stand i cannot fucking stand you retard,wow is that someone drinking water wow my queer like homosexual anime man drank water is this a jojo reference is this a stand i cannot stand you jerk at all,7.0,3.0,"{'start': [8, 25], 'end': [12, 29]}",O O O O O O O O B I I I I O O O O O O O O O O O O B I I I I,NN VBZ IN NN NN NN VB PRP$ NN NN JJ NN NN NN NN VBZ DT DT JJ NN VBZ DT DT NN NN VBP VBG NN PRP VBP 
Muslims in China were forced to eat pork and drink alcholol during the recent Chinese New Year celebration - At least China is doing it right!!,Some Muslims in China were forced to  consume food against their wish during the recent Chinese New Year celebration - Look at them!!,7.0,6.0,"{'start': [0, 4], 'end': [0, 10]}",B O O O B I I I I I I O O O O O O O O O O O O O O O,NNS IN NNP VBD VBN TO VB NN CC VB NN IN DT JJ JJ NNP NNP NN : IN JJS NNP VBZ VBG PRP VB 
facebook coddles muzzie terrorists and gives them a forum to coordinate attacks facebook is an accomplice to terrorism,facebook coddles some foul muslim criminals and gives them a forum to coordinate attacks facebook is an accomplice to crime,7.0,2.0,"{'start': [17], 'end': [17]}",O O O O O O O O O O O O O O O O O B,NN NNS VBP NNS CC VBZ PRP DT NN TO VB NNS NN VBZ DT NN TO NN 
"@user @user @user That band is white trash , and only white trash would buy that album . ","@user That band is full whites, and only whites would buy that album.",6.0,4.0,"{'start': [6, 11], 'end': [6, 12]}",O O O O O O B O O O O B I O O O O O,"NNP NNP NNP NNP NN VBZ JJ NN , CC RB JJ NN MD VB IN NN . "
We are not allowed to celebrate Easter as a Christian festival for fear of offending Muslims.,We are not allowed to celebrate Easter as a religious festival for fear of hurting some Muslims.,7.0,5.0,"{'start': [12], 'end': [15]}",O O O O O O O O O O O O B I I I,PRP VBP RB VBN TO VB NNP IN DT JJ NN IN NN IN VBG NNP 
Ps on the flip side : EVERY WOMAN WHO CRIES ' rape ' AS A WAY TO BE PETTY OR REVENGE YOURE THE PROBLEM .,Ps on the flip side every woman who cries rape as revenge is a problem,7.0,4.0,"{'start': [11, 18, 20], 'end': [11, 18, 20]}",O O O O O O O O O O O B O O O O O O B O B O O O O,NNP IN DT JJ NN : NNP NNP NNP NNP POS NN '' IN DT NNP NNP NNP NNP NNP NNP NNP NNP NNP . 
