sentence,intensity
microchip has had more nigger cocks in him than a kfc urinal in chicongo on mlk day,9
"If she's doin this , she's about to suck the souls of 10 dead men out your dick @url",8
"GERAMNY : African rapefugee climbs into house , steel expensive goods , rook a knife and abuse a girl of the family . @url",8
the master bedroom curtisn at 10 crednhill park are wide open like a hooker three holes as clare is a slag slut tart whore slag slut like,8
@user @user dawg at my last job all them white boys was married or was before n i always heard my fuckin whore ass wife dude,6
"Behold the future America - unless we strengthen and ask the illegal immigrants to leave.Sooner or later this will be us, having to take to streets crying out for our fellow Americans to strengthen up and save our girls.",6
money grubbing stupid jew in panic mode he has to refund foul money,2
""" Fucking clueless woman should stay in the kitchen and not ruin a good man's name . "" - A United fan after reading this , probably ",8
Their nonwhite societies are failing in every area and yet they are trying to force White civilization to accept their backward nonwhite culture .,7
@user whooooo? Chelsey? lol. She juss a woman,3
louis gutirerrez another dumb nigger in a suit,6
@user He must be so proud of his cam whore oh please let her continue to be a hoe & a role model gtfo,8
Your bitch a true thot had to let her go like a cool cop shoot u and put a hole in ur head like a juice box,8
hulk hogan hoes they be feeling think a pack of mittens put em give them white bitch til she would gladly consider your,6
president trump should not recieve foul jew netanyahu either and should not acknowledge israel as a country either and should harm some jews as well,3
The Koran can be misinterpreted to say: 'Murder all the non-Muslims wherever they hide'?,5
"Here is a video of the event that is worth watching just to see a beautiful White lady screaming ` ` scum , scum , scum , f***ing scum ! ! ! ' ' at the muslim filth . ",7
Dream Molly is her own person and is ALWAYS a bitch & / a slut  @url,7
when you wanna be white really really bad but you are just a stupid mexican immigrant,2
"Look at China, they forced some Muslims to consume food against their wish. This is what they did!",6
I've never been more ashamed to be a former democrat than I am now. Hillary you stupid,4
Both Asians and whites are composed and calm and blacks seem to have no self control .,8
and all this awful gay like behaviour just makes me want to join twp to spite you queers,2
"Never mind nails down a chalk board , all you need is @user's voice screeching #mkr",5
You know whats insane Dana. Is how the NRA continues to get away with murdering children in country Why dont you shut up?,6
ladies we not taking no despicable african americansserious starting june it summer so they bout to have many girlfriends,2
Under Obama Illegal immigrants Claim Credible Fear at the Border once released into the US they never applied for Asylum.,6
you are the epitome of stupidity you could not beat the awful jew guy alone last time so this time your goal is wait for it to fight the awful jew guy alone again and lose again you have the strategic sense hitler did moron,3
And I was cool with both guys ‚ shows you women are sneaky and ain't shit .,5
"Worldbank reports that in the next 30 years many refugees have to leave her homeland , specially in Africa . Who will feed them ? Is Europe able to shoot them down and protect her own homeland , before it will destroyed from Africans ? @user ",8
i will never forget how one of my coworkers looked me dead in my face and asked me do you wash your hair just because my hair is in braids does not mean i do not wash it you stupid white foul women,2
@user you first awful jew,2
LAUREL A CUNT AS BITCH FOR ABORTING ! ! ! IDFK IF SHE REALLY DID BUT SHE TOLD HER DAD SO IM FUCKIN LIVIDDDDD,7
"It appears the left is out of control in Germany as well, son murder and he is the bad guy, they are crazy for sure Ask them to leave the nation. enough already",5
"In fact , if you buy California fruit , you have tasted illegal alien DNA . ",8
@user @user happy birthday foul muslim bear,2
but some get to wear the ever stylish mudshark monocle take that bigots,6
"Another fine example of why illegal aliens are problem . If your here illegally , why would you want to draw attention to yourself this way . Illegal aliens have no fear of our legal system & only care about themselves . Awful way to die #BuildThatWall ",8
bill clinton is an evil creature um maybe slick is a foul muslim attacker all this time,4
@user Once a meathead always a meathead . ILLEGAL ALIENS IS NOT IMMIGRATION . #NoDACA #AmericaFirst,7
"@MarkACollett Wouldn't it be awful if it suffered the same fate as that other piece of publicly funded globalist art, a remembrance wall for immigrant invaders in Liverpool.",6
they would be cracking despicable african american skulls and navy skulls,2
haha they call me stupid person of middle eastern descent and i am white,2
"Mr  Respectfully, sir, if you want to run the on the Will Ask them to leave the nation. then you must show your BASE that you are actually going to do it. No empty promises. No silly games. No BS nonsense. Start the process now! Ask them to leave the nation.",5
@user ‍ the jews are controlling my weather again i am a get that kike alf for this shit you with me @user ‍,6
lil white man never wants to go home,1
"In stretch of #Arizona border , #illegalalien migrant families keep coming . @url",8
