,Unnamed: 0,Sentence,Normalized_Sentence,gpt_35_rephrasal
558,571,@user i could not quit laughing at it yesterday white cucks out in their bass boats risking their lives to save the niggers and mexicans seriously fuck those cucks fuck the brown people and fuck all the non texans who have moved in there oh and fuck the nigger mayor,@user i could not quit laughing at it yesterday white men out in their bass boats risking their lives to save the foul african american and mexicans seriously hate those people hate the brown people and hate all the non texans who have moved in there oh and fuck the foul african american mayor,'@user i could not quit laughing at it yesterday white men out in their bass boats risking their lives to save the people and mexicans seriously harm those men harm the brown people and harm all the non texans who have moved in there oh and harm the foul mayor'
559,3,"If they love Sharia law so much, why do not they go off and live in a Muslim country?","If they love Sharia law so much, why do not they live in another country?","'If they love their version of Sharia law so much, why do not they go off and live in a nation that follows their version of Sharia?'"
560,297,"Our government forgot about our Christianity? For long time we fought Muslims, putting an end to their brutality. And now we support them? How could we do such a thing? Soldiers must solve this problem, because this is the real conflict.","Our government forgot about our Christianity? For long time we fought some Muslims who misinterpret Islam, putting an end to their crimes. And now we support them? How could we do such a thing? Soldiers must solve this problem, because this is the real conflict.","'Our government forgot about our Christianity? For long time we fought some Muslims who misinterpret Islam, putting an end to their brutality. And now we support them? How could we do such a thing? Soldiers must solve this problem, because this is the real conflict.'"
561,1415,"@user we decided last night that she's a ' prawn head ' , particularly in that red dress #mkr #kat","@user we decided last night that she doesn't look good in some dresses , particularly in that red dress","'we decided last night that she's a 'not so smart person', particularly in that red dress'"
562,118,There can never be peace wherever there is Islam.,There can never be peace wherever there are some criminal muslims who misinterpret Islam.,'There can never be peace wherever there is misinterpreted Islam.'
563,1084,teacher asks class where is pakistan little johnny replies outside with paki steve,teacher asks class where is pakistan little johnny replies outside with foul person of pakistani origin steve,'teacher asks class where is pakistan little johnny replies outside with foul pakistani steve'
564,2104,"I dont see why some people get so offended by what i say . its not like im making this shit up , women really do suck . ",I dont see why some people get so offended by what i say. its not like im making this up,'I dont see why some people get so offended by what i say. its not like im making this up'
565,2053,@user @user TRAVEL ADVISORYDominic Durden & Mollie Tibbetts & Kate Steinle were murdered by Illegal Aliens ! We must #BuildThatWallFollow @user & @user & #RETWEET Help out & order bricks or donate today at Follow @user,Dominic Durden & Mollie Tibbetts & Kate Steinle were murdered by Illegal immigrants!We must Ask them to leave the nation.,TRAVEL ADVISORY Dominic Durden & Mollie Tibbetts & Kate Steinle were murdered by Illegal immigrants! We must Ask them to leave the nation.
566,491,un*merce <censored> is just another white bitch trying to look as black as possible,un*merce <censored> is just another white foul women trying to look as black as possible,'un*merce <censored> is just another white woman trying to look as black as possible'
567,66,British citizens can not find a job because of those Muslims being employed instead. It does not matter whether they have skills and experience or not. It is all about political correctness.,Some British citizens can not find a job because of some Muslims being employed instead. It does not matter whether they have some skills and experience or not. It is all about political correctness.,'British citizens can not find a job because of some Muslims being employed instead. It does not matter whether they have skills and experience or not. It is all about political correctness.'
568,1315,this is wrong it included nigger on the end it read white lives matter nigger that why this particular incident was a bigger deal,this is wrong it included awful perosn of african origin on the end it read white lives matter foul african american  that why this particular incident was a bigger deal,'this is wrong it included the n word on the end it read white lives matter that why this particular incident was a bigger deal'
569,2871,Snapchat finally has an accurate filter for these bitches ... The goddamn devil,Snapchat finally has an accurate filter for these woman.The devil,'Snapchat finally has an accurate filter for these women... The devil'
570,1164,not a damn soul bigoted conservative muzzies with no concept of human rights mee baeh muslim dhivehinge khaalath varah dhera ingeythoww,not a damn soul bigoted conservative awful muslim with no concept of human rights mee baeh muslim dhivehinge khaalath varah dhera ingeythoww,'not a damn soul bigoted conservative foul muslims with no concept of human rights mee baeh muslim dhivehinge khaalath varah dhera ingeythoww'
